City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Kantabanji,IN,20.4833,82.9167,79.63,38,12,5.61,few clouds
697,Berbera,SO,10.4396,45.0143,80.28,80,34,5.57,scattered clouds
698,Santa Cruz De Tenerife,ES,28.4682,-16.2546,63.64,71,20,17.27,few clouds
699,Lyubytino,RU,58.8122,33.3922,30.92,79,95,11.39,overcast clouds
700,Santa Ana,US,33.7456,-117.8678,82.4,57,1,8.99,clear sky
701,Kiama,AU,-34.6833,150.8667,72.25,70,2,3.91,clear sky
702,Kingaroy,AU,-26.5333,151.8333,73.83,59,0,3.78,light rain
703,Wanxian,CN,30.8039,108.3897,56.32,94,99,3.89,overcast clouds
704,Maniitsoq,GL,65.4167,-52.9,26.46,78,33,2.42,scattered clouds
705,Turukhansk,RU,65.8167,87.9833,24.08,88,100,19.35,overcast clouds
706,Taksimo,RU,56.3444,114.8794,11.97,87,100,4.52,overcast clouds
